ROI_ID,ROI_Name,centerX,centerY,centerZ
84,Temporal_Pole_Sup_R,47.937219730941706,13.45739910313901,-18.1898355754858
85,Temporal_Mid_L,-55.86887899635775,-34.98421691622825,-3.584783488466215
86,Temporal_Mid_R,57.15990020412792,-38.565661147652534,-2.7752324790201897
87,Temporal_Pole_Mid_L,-36.744370860927155,13.300662251655638,-35.36688741721854
88,Temporal_Pole_Mid_R,44.04043807919123,13.246840775063191,-33.51811288963774
89,Temporal_Inf_L,-50.03625,-29.291875000000005,-24.519374999999997
90,Temporal_Inf_R,53.38206353668821,-32.13888107956143,-23.730671914534717
91,Cerebelum_Crus1_L,-35.38532462543219,-67.94314252785247,-30.262773722627735
92,Cerebelum_Crus1_R,38.214501510574024,-68.37160120845923,-30.849697885196377
93,Cerebelum_Crus2_L,-27.768743400211193,-74.57972544878564,-39.44350580781415
94,Cerebelum_Crus2_R,32.673594709494566,-70.39678790741615,-41.20170051960321
95,Cerebelum_3_L,-8.117647058823536,-38.367647058823536,-19.779411764705884
96,Cerebelum_3_R,13.062801932367151,-35.710144927536234,-20.59903381642512
97,Cerebelum_4_5_L,-14.343111111111114,-44.66311111111111,-18.261333333333333
98,Cerebelum_4_5_R,17.888501742160273,-44.16492450638792,-19.354239256678284
99,Cerebelum_6_L,-22.525383707201883,-60.25855962219599,-23.480519480519483
100,Cerebelum_6_R,25.429526462395543,-59.53760445682451,-24.94038997214485
101,Cerebelum_7b_L,-31.58974358974359,-61.04957264957265,-46.75213675213675
102,Cerebelum_7b_R,33.928838951310865,-64.40823970037454,-49.760299625468164
103,Cerebelum_8_L,-25.029146793852675,-55.77106518282989,-49.05458399576047
104,Cerebelum_8_R,25.77296360485269,-57.63084922010398,-50.79809358752166
105,Cerebelum_9_L,-10.25316455696202,-50.18872266973533,-47.23590333716916
106,Cerebelum_9_R,10.190358467243513,-50.75154511742892,-47.62422744128554
107,Cerebelum_10_L,-21.79166666666667,-35.0,-43.06944444444444
108,Cerebelum_10_R,26.80503144654088,-35.01886792452831,-42.64150943396226
109,Vermis_1_2,1.5094339622641542,-40.11320754716981,-21.358490566037737
110,Vermis_3,2.05263157894737,-41.28947368421052,-12.719298245614034
111,Vermis_4_5,1.834586466165419,-53.59398496240601,-7.401503759398494
112,Vermis_6,1.7681940700808667,-68.35040431266847,-16.39353099730458
113,Vermis_7,1.865979381443296,-73.1958762886598,-26.350515463917525
114,Vermis_8,1.8106995884773625,-65.65432098765433,-35.349794238683124
115,Vermis_9,1.6091954022988517,-56.172413793103445,-36.298850574712645
116,Vermis_10,1.1428571428571388,-47.125,-32.875
